split,class_name,source,group_key,stem,src_path,dst_path
train,Cable1,rendering,Cable1_013_0_15,Cable1_013_0_15,D:/data/code/dataset/dataset/rendering/Cable1_013_0_15.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_013_0_15.jpg
train,Cable1,rendering,Cable1_013_0_8,Cable1_013_0_8,D:/data/code/dataset/dataset/rendering/Cable1_013_0_8.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_013_0_8.jpg
train,Cable1,rendering,Cable1_014_0_0,Cable1_014_0_0,D:/data/code/dataset/dataset/rendering/Cable1_014_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_014_0_0.jpg
train,Cable1,rendering,Cable1_014_0_15,Cable1_014_0_15,D:/data/code/dataset/dataset/rendering/Cable1_014_0_15.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_014_0_15.jpg
train,Cable1,rendering,Cable1_014_0_8,Cable1_014_0_8,D:/data/code/dataset/dataset/rendering/Cable1_014_0_8.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_014_0_8.jpg
train,Cable1,rendering,Cable1_015_0_0,Cable1_015_0_0,D:/data/code/dataset/dataset/rendering/Cable1_015_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_015_0_0.jpg
train,Cable1,rendering,Cable1_015_0_13,Cable1_015_0_13,D:/data/code/dataset/dataset/rendering/Cable1_015_0_13.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_015_0_13.jpg
train,Cable1,rendering,Cable1_015_0_7,Cable1_015_0_7,D:/data/code/dataset/dataset/rendering/Cable1_015_0_7.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_015_0_7.jpg
train,Cable1,rendering,Cable1_016_0_13,Cable1_016_0_13,D:/data/code/dataset/dataset/rendering/Cable1_016_0_13.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_016_0_13.jpg
train,Cable1,rendering,Cable1_016_0_7,Cable1_016_0_7,D:/data/code/dataset/dataset/rendering/Cable1_016_0_7.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_016_0_7.jpg
train,Cable1,rendering,Cable1_017_0_0,Cable1_017_0_0,D:/data/code/dataset/dataset/rendering/Cable1_017_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_017_0_0.jpg
train,Cable1,rendering,Cable1_017_0_18,Cable1_017_0_18,D:/data/code/dataset/dataset/rendering/Cable1_017_0_18.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_017_0_18.jpg
train,Cable1,rendering,Cable1_017_0_9,Cable1_017_0_9,D:/data/code/dataset/dataset/rendering/Cable1_017_0_9.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_017_0_9.jpg
train,Cable1,rendering,Cable1_018_0_0,Cable1_018_0_0,D:/data/code/dataset/dataset/rendering/Cable1_018_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_018_0_0.jpg
train,Cable1,rendering,Cable1_018_0_9,Cable1_018_0_9,D:/data/code/dataset/dataset/rendering/Cable1_018_0_9.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_018_0_9.jpg
train,Cable1,rendering,Cable1_019_0_0,Cable1_019_0_0,D:/data/code/dataset/dataset/rendering/Cable1_019_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_019_0_0.jpg
train,Cable1,rendering,Cable1_019_0_10,Cable1_019_0_10,D:/data/code/dataset/dataset/rendering/Cable1_019_0_10.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_019_0_10.jpg
train,Cable1,rendering,Cable1_019_0_19,Cable1_019_0_19,D:/data/code/dataset/dataset/rendering/Cable1_019_0_19.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_019_0_19.jpg
train,Cable1,rendering,Cable1_020_0_0,Cable1_020_0_0,D:/data/code/dataset/dataset/rendering/Cable1_020_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_020_0_0.jpg
train,Cable1,rendering,Cable1_020_0_10,Cable1_020_0_10,D:/data/code/dataset/dataset/rendering/Cable1_020_0_10.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_020_0_10.jpg
train,Cable1,rendering,Cable1_020_0_19,Cable1_020_0_19,D:/data/code/dataset/dataset/rendering/Cable1_020_0_19.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_020_0_19.jpg
train,Cable1,rendering,Cable1_021_0_0,Cable1_021_0_0,D:/data/code/dataset/dataset/rendering/Cable1_021_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_021_0_0.jpg
train,Cable1,rendering,Cable1_021_0_9,Cable1_021_0_9,D:/data/code/dataset/dataset/rendering/Cable1_021_0_9.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_021_0_9.jpg
train,Cable1,rendering,Cable1_022_0_0,Cable1_022_0_0,D:/data/code/dataset/dataset/rendering/Cable1_022_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_022_0_0.jpg
train,Cable1,rendering,Cable1_022_0_17,Cable1_022_0_17,D:/data/code/dataset/dataset/rendering/Cable1_022_0_17.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_022_0_17.jpg
train,Cable1,rendering,Cable1_023_0_0,Cable1_023_0_0,D:/data/code/dataset/dataset/rendering/Cable1_023_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_023_0_0.jpg
train,Cable1,rendering,Cable1_023_0_11,Cable1_023_0_11,D:/data/code/dataset/dataset/rendering/Cable1_023_0_11.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_023_0_11.jpg
train,Cable1,rendering,Cable1_023_0_6,Cable1_023_0_6,D:/data/code/dataset/dataset/rendering/Cable1_023_0_6.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_023_0_6.jpg
train,Cable1,rendering,Cable1_024_0_0,Cable1_024_0_0,D:/data/code/dataset/dataset/rendering/Cable1_024_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_024_0_0.jpg
train,Cable1,rendering,Cable1_024_0_16,Cable1_024_0_16,D:/data/code/dataset/dataset/rendering/Cable1_024_0_16.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_024_0_16.jpg
train,Cable1,rendering,Cable1_024_0_8,Cable1_024_0_8,D:/data/code/dataset/dataset/rendering/Cable1_024_0_8.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_024_0_8.jpg
train,Cable1,rendering,Cable1_025_0_0,Cable1_025_0_0,D:/data/code/dataset/dataset/rendering/Cable1_025_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_025_0_0.jpg
train,Cable1,rendering,Cable1_025_0_9,Cable1_025_0_9,D:/data/code/dataset/dataset/rendering/Cable1_025_0_9.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_025_0_9.jpg
train,Cable1,rendering,Cable1_026_0_0,Cable1_026_0_0,D:/data/code/dataset/dataset/rendering/Cable1_026_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_026_0_0.jpg
train,Cable1,rendering,Cable1_026_0_8,Cable1_026_0_8,D:/data/code/dataset/dataset/rendering/Cable1_026_0_8.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_026_0_8.jpg
train,Cable1,rendering,Cable1_027_0_0,Cable1_027_0_0,D:/data/code/dataset/dataset/rendering/Cable1_027_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_027_0_0.jpg
train,Cable1,rendering,Cable1_027_0_16,Cable1_027_0_16,D:/data/code/dataset/dataset/rendering/Cable1_027_0_16.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_027_0_16.jpg
train,Cable1,rendering,Cable1_027_0_8,Cable1_027_0_8,D:/data/code/dataset/dataset/rendering/Cable1_027_0_8.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_027_0_8.jpg
train,Cable1,rendering,Cable1_028_0_0,Cable1_028_0_0,D:/data/code/dataset/dataset/rendering/Cable1_028_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_028_0_0.jpg
train,Cable1,rendering,Cable1_028_0_14,Cable1_028_0_14,D:/data/code/dataset/dataset/rendering/Cable1_028_0_14.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_028_0_14.jpg
train,Cable1,rendering,Cable1_029_0_0,Cable1_029_0_0,D:/data/code/dataset/dataset/rendering/Cable1_029_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_029_0_0.jpg
train,Cable1,rendering,Cable1_029_0_13,Cable1_029_0_13,D:/data/code/dataset/dataset/rendering/Cable1_029_0_13.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_029_0_13.jpg
train,Cable1,rendering,Cable1_030_0_13,Cable1_030_0_13,D:/data/code/dataset/dataset/rendering/Cable1_030_0_13.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_030_0_13.jpg
train,Cable1,rendering,Cable1_030_0_7,Cable1_030_0_7,D:/data/code/dataset/dataset/rendering/Cable1_030_0_7.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_030_0_7.jpg
train,Cable1,rendering,Cable1_031_0_0,Cable1_031_0_0,D:/data/code/dataset/dataset/rendering/Cable1_031_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_031_0_0.jpg
train,Cable1,rendering,Cable1_031_0_18,Cable1_031_0_18,D:/data/code/dataset/dataset/rendering/Cable1_031_0_18.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_031_0_18.jpg
train,Cable1,rendering,Cable1_031_0_9,Cable1_031_0_9,D:/data/code/dataset/dataset/rendering/Cable1_031_0_9.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_031_0_9.jpg
train,Cable1,rendering,Cable1_032_0_0,Cable1_032_0_0,D:/data/code/dataset/dataset/rendering/Cable1_032_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_032_0_0.jpg
train,Cable1,rendering,Cable1_032_0_15,Cable1_032_0_15,D:/data/code/dataset/dataset/rendering/Cable1_032_0_15.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_032_0_15.jpg
train,Cable1,rendering,Cable1_032_0_8,Cable1_032_0_8,D:/data/code/dataset/dataset/rendering/Cable1_032_0_8.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_032_0_8.jpg
train,Cable1,rendering,Cable1_033_0_0,Cable1_033_0_0,D:/data/code/dataset/dataset/rendering/Cable1_033_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_033_0_0.jpg
train,Cable1,rendering,Cable1_033_0_11,Cable1_033_0_11,D:/data/code/dataset/dataset/rendering/Cable1_033_0_11.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_033_0_11.jpg
train,Cable1,rendering,Cable1_033_0_17,Cable1_033_0_17,D:/data/code/dataset/dataset/rendering/Cable1_033_0_17.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_033_0_17.jpg
train,Cable1,rendering,Cable1_033_0_20,Cable1_033_0_20,D:/data/code/dataset/dataset/rendering/Cable1_033_0_20.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_033_0_20.jpg
train,Cable1,rendering,Cable1_033_0_22,Cable1_033_0_22,D:/data/code/dataset/dataset/rendering/Cable1_033_0_22.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_033_0_22.jpg
train,Cable1,rendering,Cable1_033_0_26,Cable1_033_0_26,D:/data/code/dataset/dataset/rendering/Cable1_033_0_26.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_033_0_26.jpg
train,Cable1,rendering,Cable1_033_0_30,Cable1_033_0_30,D:/data/code/dataset/dataset/rendering/Cable1_033_0_30.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_033_0_30.jpg
train,Cable1,rendering,Cable1_033_0_6,Cable1_033_0_6,D:/data/code/dataset/dataset/rendering/Cable1_033_0_6.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_033_0_6.jpg
train,Cable1,rendering,Cable1_034_0_0,Cable1_034_0_0,D:/data/code/dataset/dataset/rendering/Cable1_034_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_034_0_0.jpg
train,Cable1,rendering,Cable1_034_0_10,Cable1_034_0_10,D:/data/code/dataset/dataset/rendering/Cable1_034_0_10.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_034_0_10.jpg
train,Cable1,rendering,Cable1_034_0_19,Cable1_034_0_19,D:/data/code/dataset/dataset/rendering/Cable1_034_0_19.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_034_0_19.jpg
train,Cable1,rendering,Cable1_035_0_0,Cable1_035_0_0,D:/data/code/dataset/dataset/rendering/Cable1_035_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_035_0_0.jpg
train,Cable1,rendering,Cable1_035_0_10,Cable1_035_0_10,D:/data/code/dataset/dataset/rendering/Cable1_035_0_10.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_035_0_10.jpg
train,Cable1,rendering,Cable1_035_0_19,Cable1_035_0_19,D:/data/code/dataset/dataset/rendering/Cable1_035_0_19.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_035_0_19.jpg
train,Cable1,rendering,Cable1_037_0_0,Cable1_037_0_0,D:/data/code/dataset/dataset/rendering/Cable1_037_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_037_0_0.jpg
train,Cable1,rendering,Cable1_038_0_0,Cable1_038_0_0,D:/data/code/dataset/dataset/rendering/Cable1_038_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_038_0_0.jpg
train,Cable1,rendering,Cable1_039_0_0,Cable1_039_0_0,D:/data/code/dataset/dataset/rendering/Cable1_039_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_039_0_0.jpg
train,Cable1,rendering,Cable1_040_0_0,Cable1_040_0_0,D:/data/code/dataset/dataset/rendering/Cable1_040_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_040_0_0.jpg
train,Cable1,rendering,Cable1_040_0_7,Cable1_040_0_7,D:/data/code/dataset/dataset/rendering/Cable1_040_0_7.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_040_0_7.jpg
train,Cable1,rendering,Cable1_041_0_0,Cable1_041_0_0,D:/data/code/dataset/dataset/rendering/Cable1_041_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_041_0_0.jpg
train,Cable1,rendering,Cable1_041_0_7,Cable1_041_0_7,D:/data/code/dataset/dataset/rendering/Cable1_041_0_7.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_041_0_7.jpg
train,Cable1,rendering,Cable1_042_0_0,Cable1_042_0_0,D:/data/code/dataset/dataset/rendering/Cable1_042_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_042_0_0.jpg
train,Cable1,rendering,Cable1_042_0_12,Cable1_042_0_12,D:/data/code/dataset/dataset/rendering/Cable1_042_0_12.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_042_0_12.jpg
train,Cable1,rendering,Cable1_042_0_6,Cable1_042_0_6,D:/data/code/dataset/dataset/rendering/Cable1_042_0_6.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_042_0_6.jpg
train,Cable1,rendering,Cable1_043_0_0,Cable1_043_0_0,D:/data/code/dataset/dataset/rendering/Cable1_043_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_043_0_0.jpg
train,Cable1,rendering,Cable1_043_0_16,Cable1_043_0_16,D:/data/code/dataset/dataset/rendering/Cable1_043_0_16.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_043_0_16.jpg
train,Cable1,rendering,Cable1_044_0_0,Cable1_044_0_0,D:/data/code/dataset/dataset/rendering/Cable1_044_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_044_0_0.jpg
train,Cable1,rendering,Cable1_044_0_15,Cable1_044_0_15,D:/data/code/dataset/dataset/rendering/Cable1_044_0_15.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_044_0_15.jpg
train,Cable1,rendering,Cable1_044_0_8,Cable1_044_0_8,D:/data/code/dataset/dataset/rendering/Cable1_044_0_8.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_044_0_8.jpg
train,Cable1,rendering,Cable1_044_11_0,Cable1_044_11_0,D:/data/code/dataset/dataset/rendering/Cable1_044_11_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_044_11_0.jpg
train,Cable1,rendering,Cable1_044_11_15,Cable1_044_11_15,D:/data/code/dataset/dataset/rendering/Cable1_044_11_15.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_044_11_15.jpg
train,Cable1,rendering,Cable1_044_11_8,Cable1_044_11_8,D:/data/code/dataset/dataset/rendering/Cable1_044_11_8.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_044_11_8.jpg
train,Cable1,rendering,Cable1_044_6_15,Cable1_044_6_15,D:/data/code/dataset/dataset/rendering/Cable1_044_6_15.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_044_6_15.jpg
train,Cable1,rendering,Cable1_044_6_8,Cable1_044_6_8,D:/data/code/dataset/dataset/rendering/Cable1_044_6_8.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_044_6_8.jpg
train,Cable1,rendering,Cable1_045_0_0,Cable1_045_0_0,D:/data/code/dataset/dataset/rendering/Cable1_045_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_045_0_0.jpg
train,Cable1,rendering,Cable1_045_0_7,Cable1_045_0_7,D:/data/code/dataset/dataset/rendering/Cable1_045_0_7.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_045_0_7.jpg
train,Cable1,rendering,Cable1_045_11_0,Cable1_045_11_0,D:/data/code/dataset/dataset/rendering/Cable1_045_11_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_045_11_0.jpg
train,Cable1,rendering,Cable1_045_11_12,Cable1_045_11_12,D:/data/code/dataset/dataset/rendering/Cable1_045_11_12.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_045_11_12.jpg
train,Cable1,rendering,Cable1_045_6_7,Cable1_045_6_7,D:/data/code/dataset/dataset/rendering/Cable1_045_6_7.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_045_6_7.jpg
train,Cable1,rendering,Cable1_046_0_0,Cable1_046_0_0,D:/data/code/dataset/dataset/rendering/Cable1_046_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_046_0_0.jpg
train,Cable1,rendering,Cable1_046_0_12,Cable1_046_0_12,D:/data/code/dataset/dataset/rendering/Cable1_046_0_12.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_046_0_12.jpg
train,Cable1,rendering,Cable1_046_11_0,Cable1_046_11_0,D:/data/code/dataset/dataset/rendering/Cable1_046_11_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_046_11_0.jpg
train,Cable1,rendering,Cable1_046_11_12,Cable1_046_11_12,D:/data/code/dataset/dataset/rendering/Cable1_046_11_12.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_046_11_12.jpg
train,Cable1,rendering,Cable1_046_11_7,Cable1_046_11_7,D:/data/code/dataset/dataset/rendering/Cable1_046_11_7.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_046_11_7.jpg
train,Cable1,rendering,Cable1_046_6_0,Cable1_046_6_0,D:/data/code/dataset/dataset/rendering/Cable1_046_6_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_046_6_0.jpg
train,Cable1,rendering,Cable1_046_6_12,Cable1_046_6_12,D:/data/code/dataset/dataset/rendering/Cable1_046_6_12.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_046_6_12.jpg
train,Cable1,rendering,Cable1_047_0_10,Cable1_047_0_10,D:/data/code/dataset/dataset/rendering/Cable1_047_0_10.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_047_0_10.jpg
train,Cable1,rendering,Cable1_047_0_6,Cable1_047_0_6,D:/data/code/dataset/dataset/rendering/Cable1_047_0_6.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_047_0_6.jpg
train,Cable1,rendering,Cable1_048_0_0,Cable1_048_0_0,D:/data/code/dataset/dataset/rendering/Cable1_048_0_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_0_0.jpg
train,Cable1,rendering,Cable1_048_0_17,Cable1_048_0_17,D:/data/code/dataset/dataset/rendering/Cable1_048_0_17.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_0_17.jpg
train,Cable1,rendering,Cable1_048_0_20,Cable1_048_0_20,D:/data/code/dataset/dataset/rendering/Cable1_048_0_20.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_0_20.jpg
train,Cable1,rendering,Cable1_048_0_26,Cable1_048_0_26,D:/data/code/dataset/dataset/rendering/Cable1_048_0_26.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_0_26.jpg
train,Cable1,rendering,Cable1_048_0_30,Cable1_048_0_30,D:/data/code/dataset/dataset/rendering/Cable1_048_0_30.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_0_30.jpg
train,Cable1,rendering,Cable1_048_12_11,Cable1_048_12_11,D:/data/code/dataset/dataset/rendering/Cable1_048_12_11.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_12_11.jpg
train,Cable1,rendering,Cable1_048_12_17,Cable1_048_12_17,D:/data/code/dataset/dataset/rendering/Cable1_048_12_17.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_12_17.jpg
train,Cable1,rendering,Cable1_048_12_26,Cable1_048_12_26,D:/data/code/dataset/dataset/rendering/Cable1_048_12_26.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_12_26.jpg
train,Cable1,rendering,Cable1_048_12_30,Cable1_048_12_30,D:/data/code/dataset/dataset/rendering/Cable1_048_12_30.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_12_30.jpg
train,Cable1,rendering,Cable1_048_12_6,Cable1_048_12_6,D:/data/code/dataset/dataset/rendering/Cable1_048_12_6.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_12_6.jpg
train,Cable1,rendering,Cable1_048_6_0,Cable1_048_6_0,D:/data/code/dataset/dataset/rendering/Cable1_048_6_0.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_6_0.jpg
train,Cable1,rendering,Cable1_048_6_11,Cable1_048_6_11,D:/data/code/dataset/dataset/rendering/Cable1_048_6_11.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_6_11.jpg
train,Cable1,rendering,Cable1_048_6_17,Cable1_048_6_17,D:/data/code/dataset/dataset/rendering/Cable1_048_6_17.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_6_17.jpg
train,Cable1,rendering,Cable1_048_6_20,Cable1_048_6_20,D:/data/code/dataset/dataset/rendering/Cable1_048_6_20.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_6_20.jpg
train,Cable1,rendering,Cable1_048_6_26,Cable1_048_6_26,D:/data/code/dataset/dataset/rendering/Cable1_048_6_26.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_6_26.jpg
train,Cable1,rendering,Cable1_048_6_30,Cable1_048_6_30,D:/data/code/dataset/dataset/rendering/Cable1_048_6_30.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_6_30.jpg
train,Cable1,rendering,Cable1_048_6_6,Cable1_048_6_6,D:/data/code/dataset/dataset/rendering/Cable1_048_6_6.jpg,D:/data/code/dataset/dataset_knit/train/Cable1/rendering__Cable1_048_6_6.jpg
